1	Q077_00001				229	1752
1	Q077_00002				1822	1898
1	Q077_00003				1927	2002
1	Q077_00004				2231	5119
1	Q077_00005				5265	5379
1	Q077_00006				5540	6478
1	Q077_00007				6475	7221
1	Q077_00008				7230	7934
1	Q077_00009				8082	8166
1	Q077_00010				8193	8266
1	Q077_00011				8286	8361
1	Q077_00012				8446	9639
1	Q077_00013				9695	9770
1	Q077_00014				9843	10220
1	Q077_00015				10248	10727
1	Q077_00016				10844	11275
1	Q077_00017				11275	11970
1	Q077_00018				12169	12669
1	Q077_00019				12748	13116
1	Q077_00020				13338	17411
1	Q077_00021				17477	21676
1	Q077_00022				21828	22199
1	Q077_00023				22299	22769
1	Q077_00024				22800	24920
1	Q077_00025				24951	26144
1	Q077_00026				26301	26612
1	Q077_00027				26695	27330
1	Q077_00028				27344	27946
1	Q077_00029				27943	28242
1	Q077_00030				28254	29075
1	Q077_00031				29092	29367
1	Q077_00032				29380	29712
1	Q077_00033				29725	30411
1	Q077_00034				30423	30836
1	Q077_00035				30836	31027
1	Q077_00036				31030	31296
1	Q077_00037				31320	31688
1	Q077_00038				31701	32015
1	Q077_00039				32035	32574
1	Q077_00040				32588	32893
1	Q077_00041				33083	33475
1	Q077_00042				33487	34020
1	Q077_00043				34031	34381
1	Q077_00044				34385	34885
1	Q077_00045				34888	35064
1	Q077_00046				35068	35502
1	Q077_00047				35503	36831
1	Q077_00048				36860	36976
1	Q077_00049				37107	37463
1	Q077_00050				37482	37871
1	Q077_00051				37888	38508
1	Q077_00052				38531	39532
1	Q077_00053				39576	39965
1	Q077_00054				40247	41695
1	Q077_00055				41826	42290
1	Q077_00056				42362	45199
1	Q077_00057				45413	46801
1	Q077_00058				46818	47315
1	Q077_00059				47404	48834
1	Q077_00060				48831	49136
1	Q077_00061				49136	49891
1	Q077_00062				49888	51531
1	Q077_00063				51761	52651
1	Q077_00064				52845	57161
1	Q077_00065				57158	62587
1	Q077_00066				62584	63633
1	Q077_00067				63630	65342
1	Q077_00068				65339	67063
1	Q077_00069				67155	69317
1	Q077_00070				69317	69598
1	Q077_00071				69600	71105
1	Q077_00072				71098	72342
1	Q077_00073				72447	73655
1	Q077_00074				73835	74482
1	Q077_00075				74505	75341
1	Q077_00076				75355	77238
1	Q077_00077				77235	77858
1	Q077_00078				77855	79072
1	Q077_00079				79108	79596
1	Q077_00080				79626	80114
1	Q077_00081				80811	81815
1	Q077_00082				81826	83289
1	Q077_00083				83286	86375
1	Q077_00084				86388	87500
1	Q077_00085				87508	87954
1	Q077_00086				88605	89771
1	Q077_00087				89851	90705
1	Q077_00088				90813	91868
1	Q077_00089				91964	93004
1	Q077_00090				93044	93910
1	Q077_00091				94108	95889
1	Q077_00092				96007	97629
1	Q077_00093				97875	100151
1	Q077_00094				100154	100798
1	Q077_00095				100954	101784
1	Q077_00096				101869	102567
1	Q077_00097				102564	103268
1	Q077_00098				103265	104008
1	Q077_00099				104017	105021
1	Q077_00100				105062	106258
1	Q077_00101				106426	107916
1	Q077_00102				107909	108820
1	Q077_00103				108885	110213
1	Q077_00104				110349	111668
1	Q077_00105				111761	112489
1	Q077_00106				112796	113818
1	Q077_00107				113889	114311
1	Q077_00108				114315	114953
1	Q077_00109				114981	115700
1	Q077_00110				115985	117628
1	Q077_00111				117671	118966
1	Q077_00112				119203	119946
1	Q077_00113				120046	120447
1	Q077_00114				120590	120871
1	Q077_00115				121426	122814
1	Q077_00116				123349	124272
1	Q077_00117				124413	124811
1	Q077_00118				124843	125643
1	Q077_00119				125666	126229
1	Q077_00120				126365	127252
1	Q077_00121				127378	127806
1	Q077_00122				127871	130279
1	Q077_00123				130622	131440
1	Q077_00124				131507	131965
1	Q077_00125				132097	133587
1	Q077_00126				133603	133929
1	Q077_00127				133991	135700
1	Q077_00128				136005	136721
1	Q077_00129				136731	137762
1	Q077_00130				137759	138781
1	Q077_00131				138812	139711
1	Q077_00132				139838	140635
1	Q077_00133				140642	141460
1	Q077_00134				141686	143770
1	Q077_00135				143838	145145
1	Q077_00136				145582	146250
1	Q077_00137				146334	147425
1	Q077_00138				147439	148551
1	Q077_00139				148548	149567
1	Q077_00140				149600	150574
1	Q077_00141				150597	151637
1	Q077_00142				151634	152434
1	Q077_00143				152766	154643
1	Q077_00144				154848	155459
1	Q077_00145				155446	156336
1	Q077_00146				156432	157847
1	Q077_00147				157847	160006
1	Q077_00148				160016	161272
1	Q077_00149				161369	161668
1	Q077_00150				161977	163770
1	Q077_00151				163902	164201
1	Q077_00152				164960	166198
1	Q077_00153				166227	167483
1	Q077_00154				167848	169056
1	Q077_00155				169142	169564
1	Q077_00156				169580	169822
1	Q077_00157				169906	171333
1	Q077_00158				171597	173099
1	Q077_00159				173110	174540
1	Q077_00160				174937	176610
1	Q077_00161				176607	177095
1	Q077_00162				177177	177983
1	Q077_00163				177996	178799
1	Q077_00164				178817	180121
1	Q077_00165				180214	180606
1	Q077_00166				180617	181540
1	Q077_00167				181672	183132
1	Q077_00168				183129	183908
1	Q077_00169				183919	184578
1	Q077_00170				184798	185709
1	Q077_00171				185761	186567
1	Q077_00172				186691	187260
1	Q077_00173				187338	189524
1	Q077_00174				189552	190139
1	Q077_00175				190257	191642
1	Q077_00176				192062	192571
1	Q077_00177				192725	193915
1	Q077_00178				194043	198296
1	Q077_00179				198460	198858
1	Q077_00180				198923	200116
1	Q077_00181				200265	201155
1	Q077_00182				201172	201393
1	Q077_00183				201714	202958
1	Q077_00184				203282	203749
1	Q077_00185				203824	204654
1	Q077_00186				204647	205402
1	Q077_00187				205548	206057
1	Q077_00188				206089	206718
